CensusTract,State,County,Urban,POP2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share
17001001002,Illinois,Adams,1,3223,1332,0,220,0.0682594,0,0,0,0,0,0,11.6,65833,0,1,0,1,0,0,0,27.92807649,1563.539579,27.92807649,5.545389662,310.4559065,5.545389662,1563.539579,0.485119323,310.4559065,0.096325134,251.127758,0.077917393,671.0891131,0.208218775,1525.866384,0.473430464,18.35609104,0.005695343,5.956868505,0.001848237,0,0,0,0,13.36025213,0.004145285,9.372142326,0.002907894,51.7946931,0.038884905,53.6040181,0.040243257,27.92807649,0.008665242,5.545389662,0.001720568,3.360173939,0.001042561,14.63007534,0.004539273,27.37438129,0.008493447,0.12439226,3.86E-05,0.0561257,1.74E-05,0,0,0,0,0.373176768,0.000115786,0.12439226,3.86E-05,1.239443418,0.000930513,1.282740467,0.000963018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17001001100,Illinois,Adams,1,7257,3159,0,20,0.002756,0,0,0,0,1,0,9.8,69792,1,1,1,1,1,0,0,3733.681475,6589.009742,3733.681475,733.8884066,1447.779707,733.8884066,6589.009742,0.907952286,1447.779707,0.199501131,1505.671551,0.207478511,1210.613068,0.166820045,6171.507727,0.850421349,175.9391006,0.024244054,150.6703493,0.020762071,1,0.000137798,1.999999942,0.000275596,87.89257747,0.01211142,74.20583061,0.010225414,125.5886378,0.039755821,236.0998687,0.0747388,3733.681475,0.514493796,733.8884066,0.101128346,950.1037489,0.130922385,591.767918,0.081544429,3565.596326,0.491332,55.12435365,0.007596025,78.45087337,0.010810373,1,0.000137798,0.999999972,0.000137798,32.50992735,0.004479803,36.69772982,0.005056873,50.92982645,0.016122136,119.721024,0.037898393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17001010100,Illinois,Adams,0,4451,1730,0,70,0.0157268,1,1,0,0,0,1,11.5,55208,1,1,0,0,0,1,0,1873.235487,1873.235487,0,519.9883197,519.9883197,0,4451.000014,1.000000003,1156.994541,0.25994036,1077,0.241968097,782.0000042,0.175690857,4404.000007,0.989440577,11,0.002471355,4.000000035,0.000898674,1.000000011,0.000224669,1.999999972,0.000449337,28.99999996,0.00651539,17.00000008,0.003819366,57.20456796,0.033066224,157.8391361,0.091236495,4451.000014,1.000000003,1156.994541,0.25994036,1077,0.241968097,782.0000042,0.175690857,4404.000007,0.989440577,11,0.002471355,4.000000035,0.000898674,1.000000011,0.000224669,1.999999972,0.000449337,28.99999996,0.00651539,17.00000008,0.003819366,57.20456796,0.033066224,157.8391361,0.091236495,1873.235487,0.42085722,519.9883197,0.116825055,438.4963561,0.098516368,365.1615316,0.082040335,1857.716189,0.417370521,2.000000008,0.000449337,1.000000026,0.000224669,0.950948445,0.000213648,0,0,11.56834558,0.002599044,8.999999973,0.002022018,22.45844469,0.01298176,66.3928535,0.038377372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17001010200,Illinois,Adams,0,3720,1464,0,99,0.0266129,0,0,0,0,0,1,12,53011,0,0,0,0,0,0,0,65.21499041,65.21499041,0,18.1949434,18.1949434,0,3090.384589,0.830748546,1215.565502,0.32676492,775.062062,0.208350017,547.7781613,0.147252194,3043.764687,0.818216314,8.99999997,0.002419355,3.999999958,0.001075269,0,0,7.336273232,0.001972116,26.28362834,0.007065491,12.64909295,0.003400294,49.2311287,0.03362782,128.7034945,0.087912223,2547.930991,0.684927686,1029.196728,0.276665787,636.3504226,0.171061942,451.2615192,0.12130686,2512.267032,0.6753406,6.99999997,0.00188172,3.999999958,0.001075269,0,0,4.00000002,0.001075269,20.66395829,0.005554827,8.662312246,0.002328579,42.72763572,0.029185544,104.6506079,0.071482656,65.21499041,0.017530911,18.1949434,0.004891114,17.28374919,0.004646169,12.41396075,0.003337086,64.59128061,0.017363247,0,0,0,0,0,0,0,0,0.623709805,0.000167664,0,0,0.618840094,0.000422705,3.082315578,0.002105407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17001010300,Illinois,Adams,0,5890,2210,0,0,0,0,0,0,0,0,0,7.4,64323,1,1,0,0,0,1,0,1528.217387,1528.217387,0,416.7913548,416.7913548,0,5890.000002,1,1578.508897,0.267998115,1512.999998,0.256876061,781.0000002,0.132597623,5820.999999,0.988285229,9.99999994,0.001697793,2.999999943,0.000509338,0.999999954,0.000169779,8.999999932,0.001528014,45.99999951,0.007809847,33.99999919,0.005772496,81.71259495,0.036974025,160.0584795,0.072424651,5890.000002,1,1578.508897,0.267998115,1512.999998,0.256876061,781.0000002,0.132597623,5820.999999,0.988285229,9.99999994,0.001697793,2.999999943,0.000509338,0.999999954,0.000169779,8.999999932,0.001528014,45.99999951,0.007809847,33.99999919,0.005772496,81.71259495,0.036974025,160.0584795,0.072424651,1528.217387,0.259459658,416.7913548,0.070762539,390.6988674,0.066332575,218.8347842,0.037153614,1504.408192,0.25541735,5.002790729,0.00084937,0,0,0.999999954,0.000169779,3,0.000509338,14.80640007,0.00251382,1.000000003,0.000169779,18.57631575,0.008405573,43.95314256,0.0198883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17001010400,Illinois,Adams,0,3553,1327,0,0,0,0,0,0,0,0,0,7.9,62474,0,0,0,0,0,0,0,0,0,0,0,0,0,3546.473163,0.998163007,679.6451002,0.191287672,891.8560683,0.251014936,573.989083,0.161550544,3462.739183,0.974595886,18.99999925,0.005347593,13.97339696,0.003932845,0,0,5.000000093,0.001407261,45.76057226,0.012879418,34.97339694,0.009843343,0,0,82.44875851,0.062131694,3249.402362,0.914551748,622.4845812,0.175199713,815.2039876,0.229441032,510.019725,0.143546221,3178.549802,0.894610133,18.99999925,0.005347593,10.03165961,0.002823434,0,0,2.085953806,0.000587096,39.73493784,0.011183489,28.22798285,0.007944831,0,0,75.85645676,0.057163871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17001010500,Illinois,Adams,1,2989,1275,0,0,0,0,0,0,0,0,0,2.3,85263,1,1,1,1,1,0,0,2789.533164,2988.999961,2789.533164,260.6167279,284.3826301,260.6167279,2988.999961,0.999999987,284.3826301,0.095143068,598.999997,0.200401471,672.9999918,0.225158913,2878.999965,0.963198382,47.99999897,0.016058882,16.99999985,0.005687521,0,0,2.999999866,0.00100368,41.99999977,0.014051522,30.99999955,0.010371362,25.5831661,0.020065228,72.47798146,0.056845476,2789.533164,0.933266365,260.6167279,0.087191946,558.6135495,0.186889779,620.1000158,0.207460694,2697.943011,0.902623958,34.19018022,0.011438669,16.99999985,0.005687521,0,0,2.533122599,0.000847482,37.86685288,0.012668736,27.35261354,0.009151092,23.0003328,0.018039477,66.84226067,0.052425302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17001010600,Illinois,Adams,0,5875,2275,0,29,0.0049362,0,0,0,0,0,0,10.9,76620,0,0,0,0,0,0,0,0,0,0,0,0,0,5848.630165,0.995511517,1822.267367,0.310173169,1397.664305,0.237900307,867.5547672,0.147668897,5669.630143,0.965043429,65.00000105,0.01106383,29.99999999,0.005106383,0,0,13.00000016,0.002212766,71.00000011,0.012085106,63.00000058,0.010723404,51.18618831,0.022499423,271.2573787,0.119234013,5456.594131,0.92878198,1633.690172,0.278074923,1326.006133,0.225703172,799.9652832,0.136164304,5302.845452,0.902611992,53.47838081,0.009102703,28.61594125,0.004870799,0,0,10.22395883,0.001740248,61.43037758,0.010456234,56.68249796,0.009648085,40.58370354,0.017838991,249.2513452,0.109561031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17003957600,Illinois,Alexander,0,2928,1012,0,436,0.1489071,1,1,0,0,0,1,25.9,35353,1,1,0,0,0,1,0,634.3452082,634.3452082,0,369.5622068,369.5622068,0,2927.999992,0.999999997,1713.454402,0.585196176,561.000001,0.191598361,481.0000001,0.164275956,2295.999998,0.784153005,472.9999946,0.161543714,3,0.00102459,3.00000003,0.00102459,14.99999984,0.005122951,138.0000001,0.047131148,106.9999998,0.036543716,51.00801915,0.050403181,268.1085777,0.264929425,2927.999992,0.999999997,1713.454402,0.585196176,561.000001,0.191598361,481.0000001,0.164275956,2295.999998,0.784153005,472.9999946,0.161543714,3,0.00102459,3.00000003,0.00102459,14.99999984,0.005122951,138.0000001,0.047131148,106.9999998,0.036543716,51.00801915,0.050403181,268.1085777,0.264929425,634.3452082,0.216647954,369.5622068,0.126216601,91.54274178,0.031264598,89.31838066,0.030504911,451.2401025,0.154112057,137.772141,0.047053327,0,0,0,0,3.331637592,0.001137854,42.00133029,0.014344717,38.55250305,0.013166838,6.843433551,0.006762286,50.50128198,0.049902453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17003957700,Illinois,Alexander,0,2172,907,0,0,0,0,0,0,0,0,1,24.8,40205,0,0,0,0,0,0,0,463.6451144,463.6451144,0,262.9274376,262.9274376,0,2171.999999,0.999999999,1242.977287,0.572273152,458.9999961,0.211325965,385.9999986,0.17771639,1787.000003,0.822744016,329.9999971,0.1519337,0.999999961,0.000460405,0,0,4.000000006,0.001841621,49.99999918,0.023020257,36.99999932,0.01703499,43.75407382,0.048240434,197.1178968,0.217329544,2171.999999,0.999999999,1242.977287,0.572273152,458.9999961,0.211325965,385.9999986,0.17771639,1787.000003,0.822744016,329.9999971,0.1519337,0.999999961,0.000460405,0,0,4.000000006,0.001841621,49.99999918,0.023020257,36.99999932,0.01703499,43.75407382,0.048240434,197.1178968,0.217329544,463.6451144,0.213464601,262.9274376,0.121053148,94.69930665,0.043600049,77.93359485,0.035881029,451.8148123,0.208017869,0.332002611,0.000152856,0.206559605,9.51E-05,0,0,3.11385692,0.001433636,8.177881829,0.003765139,4.415159882,0.002032762,9.143812039,0.01008138,41.18509156,0.045408039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17003957800,Illinois,Alexander,1,1528,692,0,0,0,1,1,1,1,1,1,40.7,27656,1,1,1,1,1,0,0,717.6834938,1340.000994,717.6834938,421.6495973,808.830205,421.6495973,1340.000994,0.876964001,808.830205,0.529339139,361.2906524,0.236446762,227.8376858,0.149108433,505.7692465,0.331000816,797.9862107,0.522242284,6.99999997,0.004581152,2.000000091,0.001308901,2.999999894,0.001963351,24.24553915,0.015867499,6.999999859,0.004581152,138.2906704,0.199842009,215.2248538,0.311018575,717.6834938,0.46968815,421.6495973,0.275948689,205.2995074,0.134358316,106.0625285,0.06941265,264.9232385,0.173379083,431.9395225,0.282682934,4.377466232,0.002864834,2.000000091,0.001308901,1.999999931,0.0013089,12.4432694,0.008143501,1.632991105,0.001068711,75.94093114,0.10974123,115.9752296,0.167594262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17003957900,Illinois,Alexander,1,1610,718,0,107,0.0664596,0,0,0,0,0,1,73.9,18934,0,0,0,0,0,0,0,0,383.84649,0,0,327.9238402,0,383.84649,0.238413969,327.9238402,0.203679404,126.4545704,0.078543211,51.71635019,0.032121957,126.4033215,0.07851138,239.2621167,0.14861001,2.000000015,0.001242236,0,0,1,0.000621118,15.18105246,0.009429225,0.967924178,0.000601195,51.3164567,0.071471388,83.62795481,0.116473475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17005951200,Illinois,Bond,0,3216,1317,0,0,0,0,0,0,0,1,0,14.2,74722,0,0,0,0,0,0,0,25.96400079,25.96400079,0,7.786936713,7.786936713,0,3216.000007,1.000000002,1009.701355,0.313961864,744.9999989,0.231654229,563.9999994,0.175373134,3037.000009,0.944340799,139.0000004,0.043221393,3.999999956,0.001243781,1.000000028,0.000310945,7.999999915,0.002487562,27.00000002,0.008395522,30.99999955,0.009639303,100.0723808,0.075985103,154.0350876,0.116959064,3090.259486,0.960901582,987.6967634,0.30711964,730.8501296,0.227254394,489.0250121,0.152060016,2913.259188,0.905864175,137.0002993,0.042599596,3.999999956,0.001243781,1.000000028,0.000310945,7.999999915,0.002487562,27.00000002,0.008395522,30.99999955,0.009639303,87.8772812,0.066725346,144.02982,0.10936205,25.96400079,0.008073383,7.786936713,0.002421311,10.6411014,0.0033088,4.28098617,0.001331152,25.73142473,0.008001065,0.043312725,1.35E-05,0,0,0,0,0,0,0.189263317,5.89E-05,1.636214268,0.000508773,0.125021627,9.49E-05,0.967516292,0.000734637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17005951300,Illinois,Bond,1,6958,2106,0,2060,0.2960621,1,1,1,1,1,1,20.1,58047,1,1,1,1,1,0,0,2599.650527,4972.206957,2599.650527,1039.377006,1847.967438,1039.377006,4972.206957,0.714602897,1847.967438,0.265588882,690.3757831,0.099220434,686.632936,0.098682515,3835.450601,0.551228888,804.5799475,0.115633795,39.14415628,0.005625777,0,0,55.4406124,0.007967895,237.5916783,0.034146548,382.1429326,0.054921376,121.2531717,0.057575105,313.4270727,0.148825771,2599.650527,0.373620369,1039.377006,0.149378702,260.9399604,0.03750215,298.7634401,0.04293812,1706.455829,0.24525091,659.5168503,0.094785405,26.71245655,0.0038391,0,0,45.34491557,0.006516947,161.6204982,0.023228011,310.0284921,0.044557127,56.30383092,0.026734962,111.5000659,0.052944001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
